Sr.No,type,title,country,Time_Of_Acquisition,release_year,Genre,rating
384,Movie,Lust Stories,India,Jun-18,2018,Drama,6.5
388,Movie,B.A. Pass 2,India,Jun-18,2017,Drama,2.1
389,Movie,Natsamrat - Asa Nat Hone Nahi,India,Jun-18,2016,Drama,9.1
399,TV Show,Dharmakshetra,India,Jul-18,2014,Drama,8.3
400,TV Show,Raja Rasoi Aur Anya Kahaniyan,India,Jul-18,2014,History,8.9
401,TV Show,Stories by Rabindranath Tagore,India,Jul-18,2015,Drama,8.9
403,Movie,Parmanu: The Story of Pokhran,India,Jul-18,2018,"Action,Drama",7.6
409,Movie,Tahaan,India,Jul-18,2008,Drama,7.1
413,Movie,Angamaly Diaries,India,Jul-18,2017,"Action,Thriller",8
414,Movie,Anthony Kaun Hai?,India,Jul-18,2006,"Thriller,Comedy",5.2
415,Movie,Cappuccino,India,Jul-18,2017,"Drama,Comedy",3.7
416,Movie,Chalte Chalte,India,Jul-18,2003,"Drama,Romance",6.6
417,Movie,Chicken Kokkachi,India,Jul-18,2017,Comedy,4.8
418,Movie,Daffedar,India,Jul-18,2017,Drama,5.8
419,Movie,Deewana Main Deewana,India,Jul-18,2013,"Drama,Comedy",2.4
420,Movie,Gemini,India,Jul-18,2018,"Action,Thriller",6.1
421,Movie,I Am Kalam,India,Jul-18,2010,"Drama,Comedy",8
422,Movie,Kaviyude Osyath,India,Jul-18,2017,Drama,4.4
423,Movie,Ma Chu Ka,India,Jul-18,2017,Thriller,5.9
424,Movie,My Birthday Song,India,Jul-18,2018,Thriller,5.5
425,Movie,Namastey London,India,Jul-18,2007,Rom-Com,7.1
426,Movie,Paathi,India,Jul-18,2017,Drama,6.4
427,Movie,Pareeth Pandaari,India,Jul-18,2017,Drama,6.8
428,Movie,Paulettante Veedu,India,Jul-18,2016,Drama,3.2
429,Movie,Paying Guests,India,Jul-18,2009,Comedy,4.2
430,Movie,Sarvopari Palakkaran,India,Jul-18,2017,Drama,5
431,Movie,Socha Na Tha,India,Jul-18,2005,Rom-Com,7.4
432,Movie,Theeram,India,Jul-18,2017,"Drama,Romance",6.5
433,Movie,Tum Milo Toh Sahi,India,Jul-18,2010,"Drama,Comedy",5.7
434,Movie,Viswasapoorvam Mansoor,India,Jul-18,2017,Drama,6.1
435,Movie,Zoo,India,Jul-18,2018,Drama,6.5
282,Movie,Ladies First,India,Aug-18,2018,Sport,7.2
647,Movie,Chennai Express,India,Aug-18,2013,"Action,Comedy",6
648,TV Show,Yeh Meri Family,India,Aug-18,2018,Drama,9.2
649,Movie,Naam Shabana,India,Aug-18,2017,"Action,Thriller",6.3
650,Movie,Qarib Qarib Singlle,India,Aug-18,2017,Rom-Com,7.1
651,Movie,Spyder,India,Aug-18,2017,"Action,Thriller",6.6
652,TV Show,GHOUL,India,Aug-18,2018,Horror,7.1
656,Movie,Bareilly Ki Barfi,India,Aug-18,2017,Rom-Com,7.5
657,Movie,Mersal,India,Aug-18,2017,"Action,Thriller",7.6
658,Movie,Mom,India,Aug-18,2017,"Drama,Thriller",7.3
659,Movie,Pad Man,India,Aug-18,2018,"Drama,Comedy",7.9
660,Movie,Toilet: Ek Prem Katha,India,Aug-18,2017,"Drama,Romance",7.2
684,Movie,Bhavesh Joshi Superhero,India,Aug-18,2018,Action,7.6
686,Movie,Bioscope,India,Aug-18,2015,Drama,5.8
687,Movie,What's Your Raashee?,India,Aug-18,2009,Rom-Com,4.6
12,Movie,Eeda,India,Sep-18,2018,"Drama,Romance",7.2
13,Movie,’???Goli Soda 2,India,Sep-18,2018,Drama,7.3
14,Movie,’???Maj Rati ’???’???Keteki,India,Sep-18,2017,Drama,7.1
15,Movie,’???Mayurakshi,India,Sep-18,2017,Drama,7.1
16,Movie,Red Oleanders Raktokarobi,India,Sep-18,2017,Drama,7
17,Movie,Samantaral,India,Sep-18,2017,Drama,7.6
444,Movie,The House Next Door,India,Sep-18,2017,"Drama,Horror",6.8
32,Movie,My Brother ... Nikhil,India,Oct-18,2005,Drama,7.2
33,Movie,Shorgul,India,Oct-18,2016,"Drama,Thriller",5.7
34,Movie,Siddhant,India,Oct-18,2014,Drama,6.2
35,Movie,W/O Ram,India,Oct-18,2018,Thriller,6.1
36,Movie,Baahubali: The Beginning (English Version),India,Oct-18,2015,Action,8.1
44,Movie,Naa Bangaaru Talli,India,Oct-18,2013,Drama,7.1
47,Movie,Mr. Chandramouli,India,Oct-18,2018,Rom-Com,5.1
50,TV Show,Devlok with Devdutt Pattanaik,India,Oct-18,2017,Mythology,7.9
51,Movie,Meghnadbodh Rohoshyo,India,Oct-18,2017,Drama,6.4
52,Movie,Sanju,India,Oct-18,2018,"Drama,Comedy",7.8
67,Movie,Soorma,India,Oct-18,2018,"Drama,Sport",7.4
127,Movie,Manto,India,Nov-18,2018,Drama,7.4
128,Movie,Rajma Chawal,India,Nov-18,2018,"Drama,Comedy",5.8
139,Movie,Aalorukkam,India,Nov-18,2018,Drama,6.6
140,Movie,Halkaa,India,Nov-18,2018,Drama,7.2
141,Movie,Mala Kahich Problem Nahi,India,Nov-18,2017,Drama,7.3
142,Movie,Muzaffarnagar Baaqi Hai,India,Nov-18,2015,Documentary,6.8
143,Movie,Odu Raja Odu,India,Nov-18,2018,Comedy,7.1
144,Movie,Pimpal,India,Nov-18,2017,Drama,7.5
145,Movie,Savita Damodar Paranjpe,India,Nov-18,2018,"Drama,Thriller",5.9
594,Movie,Life Ki Toh Lag Gayi,India,Dec-18,2012,"Action,Comedy",5.4
595,Movie,Rehmataan,India,Dec-18,2012,"Drama,Romance",NaN
596,TV Show,Selection Day,India,Dec-18,2018,Sport,7.4
599,Movie,Ascharyachakit!,India,Dec-18,2018,"Drama,Romance",4.9
600,Movie,Lilli,India,Dec-18,2018,"Drama,Thriller",5.8
601,Movie,Andhadhun,India,Dec-18,2018,"Crime,Comedy",8.3
614,TV Show,Anjaan: Rural Myths,India,Dec-18,2018,Horror,6.1
615,Movie,Vanjagar Ulagam,India,Dec-18,2018,"Crime,Drama",6.1
68,TV Show,College Romance,India,Jan-19,2018,Rom-Com,9
69,TV Show,Engineering Girls,India,Jan-19,2018,Comedy,7
70,TV Show,Girls Hostel,India,Jan-19,2018,Comedy,8.2
71,TV Show,Inmates,India,Jan-19,2017,Comedy,6.6
72,Movie,Limitless,India,Jan-19,2017,Documentary,6.7
149,Movie,Drive,India,Jan-19,2019,Action,3
238,Movie,Kia and Cosmos,India,Jan-19,2018,Drama,6.8
239,Movie,Sur Sapata,India,Jan-19,2019,"Drama,Comedy",7.6
311,TV Show,Cricket Fever: Mumbai Indians,India,Jan-19,2019,Documentary,7.3
312,Movie,Sarvam Thaala Mayam (Tamil Version),India,Jan-19,2018,"Drama,Musical",3.5
446,Movie,Sat Sri Akal,India,Jan-19,2008,"Drama,Romance",5.8
448,Movie,Bhasmasur,India,Jan-19,2017,Drama,7
449,Movie,Nathicharami,India,Jan-19,2018,Drama,7.1
452,Movie,Soni,India,Jan-19,2018,Drama,7.2
454,Movie,Adhugo,India,Jan-19,2018,"Drama,Comedy",5.8
455,Movie,Echcharikkai,India,Jan-19,2018,Thriller,6.4
456,Movie,Pandigai,India,Jan-19,2017,"Action,Thriller",6.4
461,Movie,Baazaar,India,Jan-19,2018,"Drama,Thriller",6.6
466,Movie,Merku Thodarchi Malai,India,Jan-19,2018,"Drama,Romance",8.6
467,Movie,Puriyatha Puthir,India,Jan-19,2017,Thriller,6.6
468,Movie,Taramani,India,Jan-19,2017,"Drama,Thriller",7.5
525,Movie,Guilty,India,Jan-19,2015,"Drama,Thriller",5.4
526,Movie,Truckbhar Swapna,India,Jan-19,2018,Drama,6.1
626,Movie,Baby Dolls,India,Jan-19,2019,"Drama,Comedy",7.2
627,Movie,High End Yaariyan,India,Jan-19,2019,Drama,5.6
628,Movie,Jindua,India,Jan-19,2017,Others,6.6
629,Movie,Lakeeran,India,Jan-19,2016,Drama,6.3
630,Movie,Qismat,India,Jan-19,2018,"Drama,Romance",8.4
631,Movie,Thug Life,India,Jan-19,2017,Comedy,5.7
691,Movie,3 Idiots,India,Jan-19,2009,"Drama,Comedy",8.4
692,Movie,Darna Mana Hai,India,Jan-19,2003,Horror,6.3
693,Movie,Ek Hasina Thi,India,Jan-19,2004,Thriller,7.5
694,Movie,Ferrari Ki Sawaari,India,Jan-19,2012,Sport,6.4
695,Movie,Manu,India,Jan-19,2018,"Drama,Thriller",7.9
696,TV Show,Regiment Diaries,India,Jan-19,2018,Others,9
697,Movie,Wazir,India,Jan-19,2016,Thriller,7.1
735,Movie,706,India,Jan-19,2019,Thriller,5.3
736,TV Show,Midnight Misadventures With Mallika Dua,India,Jan-19,2018,Comedy,3.1
737,TV Show,The Calling,India,Jan-19,2018,Others,8
738,Movie,The Legend of Michael Mishra,India,Jan-19,2016,Comedy,4.5
767,TV Show,Sab Jholmaal Hai,India,Jan-19,2017,Kid's,5.3
211,Movie,Laatu,India,Feb-19,2018,Drama,6.6
291,Movie,Contract,India,Feb-19,2008,"Thriller,Crime",4.1
292,Movie,Dear Dad,India,Feb-19,2016,Drama,6.3
293,Movie,Sarkar,India,Feb-19,2018,"Action,Thriller",6.8
294,Movie,War Chhod Na Yaar,India,Feb-19,2013,Comedy,5.5
295,Movie,Zubaan,India,Feb-19,2015,Drama,6.1
494,Movie,Evening Shadows,India,Feb-19,2018,Drama,7.1
496,Movie,Life of An Outcast,India,Feb-19,2018,Drama,6.1
497,Movie,Firebrand,India,Feb-19,2019,Drama,5.1
498,Movie,Shonar Pahar,India,Feb-19,2018,Drama,8.1
500,Movie,Manusangada,India,Feb-19,2017,Drama,7.9
501,Movie,Genius,India,Feb-19,2018,"Action,Thriller",4.6
505,Movie,Awe,India,Feb-19,2018,Thriller,7.8
506,Movie,Ayana,India,Feb-19,2017,Drama,7.7
507,Movie,Candyflip,India,Feb-19,2017,Fantasy,6.1
508,Movie,Chameli,India,Feb-19,2004,Drama,7
509,Movie,Fatso,India,Feb-19,2012,Romance,5.7
510,Movie,Neevevaro,India,Feb-19,2018,"Drama,Romance",6.8
511,Movie,Pyaar Ke Side Effects,India,Feb-19,2006,Rom-Com,6.7
512,Movie,Sur: The Melody of Life,India,Feb-19,2002,"Drama,Musical",6.4
513,Movie,Ugly Aur Pagli,India,Feb-19,2008,Comedy,3.7
662,Movie,Uriyadi 2,India,Feb-19,2019,Thriller,7.2
720,Movie,Ek Ladki Ko Dekha Toh Aisa Laga,India,Feb-19,2019,"Drama,Romance",5.5
285,Movie,15-Aug,India,Mar-19,2019,Drama,5.8
287,Movie,Sei,India,Mar-19,2018,"Thriller,Romance",4
289,TV Show,Delhi Crime,India,Mar-19,2019,Drama,8.5
290,Movie,Imago,India,Mar-19,2018,Drama,7
4,Movie,Watchman,India,Apr-19,2019,Drama,8.1
125,Movie,Oththa Seruppu Size 7,India,Apr-19,2019,"Drama,Thriller",8.6
715,Movie,CRD,India,Apr-19,2016,"Drama,Romance",6.3
716,Movie,Teen Aur Aadha,India,Apr-19,2018,Drama,6.7
717,Movie,Njan Prakashan,India,Apr-19,2018,Drama,7.6
719,Movie,Fireflies,India,Apr-19,2013,Drama,6.3
721,Movie,Music Teacher,India,Apr-19,2019,Drama,6.3
722,Movie,Bollywood Calling,India,Apr-19,2001,"Drama,Comedy",6.4
723,Movie,Ek Khiladi Ek Haseena,India,Apr-19,2005,Thriller,5.7
724,Movie,Jhankaar Beats,India,Apr-19,2003,Comedy,7.2
725,Movie,Mumbai Matinee,India,Apr-19,2003,"Drama,Romance",5.2
726,Movie,Rainbow Jelly,India,Apr-19,2018,Drama,7
727,Movie,Shabd,India,Apr-19,2005,Drama,5.1
728,Movie,Shortcut Safari,India,Apr-19,2016,Drama,6.7
30,Movie,Noblemen,India,May-19,2019,Drama,5.8
198,Movie,C Kkompany,India,May-19,2008,Comedy,5.4
199,Movie,Chopsticks,India,May-19,2019,"Drama,Comedy",6.5
200,Movie,Koi Aap Sa,India,May-19,2006,Romance,5.2
201,Movie,Krishna Cottage,India,May-19,2004,Horror,5.1
202,Movie,Mere Pyare Prime Minister,India,May-19,2019,"Drama,Comedy",6.8
203,Movie,Ragini MMS,India,May-19,2011,"Drama,Horror",4.9
204,Movie,Shor In the City,India,May-19,2011,"Crime,Drama",7.2
207,TV Show,Thackeray,India,May-19,2019,Drama,5.2
209,Movie,The Man Who Feels No Pain,India,May-19,2018,"Action,Comedy",7.4
210,Movie,Zero,India,May-19,2018,Rom-Com,5.4
213,Movie,Jonaki,India,May-19,2018,Drama,6.9
214,Movie,Kyo Kii... Main Jhuth Nahin Bolta,India,May-19,2001,"Drama,Comedy",5.3
215,Movie,"LSD: Love, Sex Aur Dhokha",India,May-19,2010,"Drama,Comedy",7.1
216,Movie,Mission Istaanbul: Darr Ke Aagey Jeet Hai,India,May-19,2008,"Action,Drama",3.4
217,Movie,Once Upon a Time in Mumbai Dobaara!,India,May-19,2013,"Action,Drama",4.6
220,Movie,EMI: Liya Hai To Chukana Padega,India,May-19,2008,"Crime,Drama",4.2
221,Movie,Hamid,India,May-19,2018,Drama,7.8
222,Movie,Kucch To Hai,India,May-19,2003,"Thriller,Horror",4.2
223,Movie,Kyaa Kool Hai Hum,India,May-19,2005,Comedy,6.1
224,Movie,Kyaa Kool Hain Hum 3,India,May-19,2016,Comedy,1.9
225,Movie,Once Upon a Time in Mumbaai,India,May-19,2010,Crime,7.4
226,Movie,Shootout at Lokhandwala,India,May-19,2007,"Action,Crime",7.1
711,Movie,Lupt,India,May-19,2018,Horror,6.8
712,Movie,Petta,India,May-19,2019,"Action,Drama",7.2
1,Movie,Article 15,India,Jun-19,2019,Crime,8.2
2,Movie,Ee Nagaraniki Emaindi,India,Jun-19,2018,Comedy,7.9
369,Movie,Luka Chuppi,India,Jun-19,2019,Rom-Com,6.3
370,Movie,Stree,India,Jun-19,2018,"Comedy,Horror",7.6
373,Movie,Romeo Akbar Walter,India,Jun-19,2019,"Action,Thriller",6.5
374,Movie,Super Deluxe,India,Jun-19,2019,"Drama,Comedy",8.3
375,Movie,Kahaani,India,Jun-19,2012,Thriller,8.1
376,Movie,Unbroken,India,Jun-19,2019,Documentary,7.2
377,Movie,Tottaa Pataaka Item Maal,India,Jun-19,2018,Drama,8
380,Movie,Rakkhosh,India,Jun-19,2019,"Drama,Horror",4.8
381,Movie,Krutant,India,Jun-19,2019,Drama,6.3
382,Movie,Luckee,India,Jun-19,2019,"Drama,Comedy",4.4
383,Movie,Pihu,India,Jun-19,2018,"Drama,Thriller",6.7
386,TV Show,Leila,India,Jun-19,2019,Drama,4.7
387,Movie,III Smoking Barrels,India,Jun-19,2017,Drama,6.6
122,Movie,U Turn,India,Jul-19,2016,Thriller,7
402,TV Show,7 (Seven),India,Jul-19,2019,Action,7.5
404,Movie,Bewafaa,India,Jul-19,2005,"Romance,Musical",4.3
405,TV Show,Typewriter,India,Jul-19,2019,"Thriller,Horror",6.5
407,Movie,Mauli,India,Jul-19,2018,"Action,Drama",5.8
408,Movie,Bogda,India,Jul-19,2018,Drama,7.3
412,TV Show,Chhota Bheem,India,Jul-19,2019,Kid's,4.3
641,Movie,Badla,India,Jul-19,2019,"Drama,Thriller",7.8
710,Movie,Petta (Telugu Version),India,Jul-19,2019,"Action,Drama",7.2
531,Movie,Saaho,India,Aug-19,2019,"Action,Thriller",5.2
653,Movie,Kaake Da Viyah,India,Aug-19,2019,Comedy,5.1
654,Movie,Marriage Palace,India,Aug-19,2018,Comedy,6.2
655,Movie,Saavat,India,Aug-19,2019,"Drama,Thriller",6.7
685,Movie,Chhota Bheem Kungfu Dhamaka,India,Aug-19,2019,Kid's,6.5
689,Movie,Uyare,India,Aug-19,2019,Drama,8
690,Movie,90 ML,India,Aug-19,2019,"Drama,Comedy",3.3
708,Movie,Sarvam Thaala Mayam (Telugu Version),India,Aug-19,2018,Drama,7.6
5,TV Show,Bard of Blood,India,Sep-19,2019,Spy,7
6,Movie,Malaal,India,Sep-19,2019,Romance,5.8
7,Movie,Oh! Baby (Malayalam),India,Sep-19,2019,Comedy,7.4
8,Movie,Oh! Baby (Tamil),India,Sep-19,2019,Comedy,7.4
9,Movie,Manmadhudu 2,India,Sep-19,2019,Drama,4.8
10,Movie,Do Paise Ki Dhoop Chaar Aane Ki Baarish,India,Sep-19,2009,Spy,6.3
11,Movie,Kabir Singh,India,Sep-19,2019,Drama,7.1
18,Movie,Oh! Baby,India,Sep-19,2019,Comedy,7.4
443,Movie,Next Enti?,India,Sep-19,2018,Rom-Com,4.5
640,Movie,Jaoon Kahan Bata Ae Dil,India,Sep-19,2018,"Drama,Romance",6
765,TV Show,Little Things,India,Sep-19,2019,Others,8.2
31,Movie,Mehandi Circus,India,Oct-19,2019,"Drama,Romance",7.4
45,TV Show,Mighty Little Bheem: Diwali,India,Oct-19,2019,Kid's,6.4
46,Movie,Upstarts,India,Oct-19,2019,"Drama,Comedy",6.7
126,Movie,The Zoya Factor,India,Nov-19,2019,"Drama,Comedy",4.2
129,Movie,Evvarikee Cheppoddu,India,Nov-19,2019,"Drama,Romance",7.2
131,Movie,Pranaam,India,Nov-19,2019,Drama,4.4
134,Movie,Dorasaani,India,Nov-19,2019,"Drama,Romance",5.8
135,Movie,Mallesham,India,Nov-19,2019,Drama,8.5
137,Movie,Guna 369,India,Nov-19,2019,"Action,Drama",6.2
138,Movie,House Arrest,India,Nov-19,2019,Comedy,5.5
540,Movie,Aarakshan,India,Dec-19,2011,Drama,6.2
541,Movie,Adrishya,India,Dec-19,2017,"Drama,Horror",5.3
542,Movie,Ahista Ahista,India,Dec-19,2006,"Drama,Romance",7
543,Movie,Albert Pinto Ko Gussa Kyun Aata Hai?,India,Dec-19,2019,Drama,7.5
544,Movie,Amar Akbar Anthony,India,Dec-19,1977,"Action,Comedy",7.5
545,Movie,Anwar,India,Dec-19,2007,Drama,6.7
546,Movie,Barah Aana,India,Dec-19,2009,"Drama,Comedy",6.8
547,Movie,Bawarchi,India,Dec-19,1972,"Drama,Comedy",8
548,Movie,Bazaar,India,Dec-19,1982,Drama,6.6
549,Movie,Bhagam Bhag,India,Dec-19,2006,"Thriller,Comedy",6.4
550,Movie,Bhoot,India,Dec-19,2003,Horror,6.5
551,Movie,Bobby,India,Dec-19,1973,"Drama,Romance",7.1
552,Movie,Chal Mere Bhai,India,Dec-19,2000,Rom-Com,4.7
553,Movie,Chupke Chupke,India,Dec-19,1975,"Drama,Comedy",8.3
554,Movie,Deadline: Sirf 24 Ghante,India,Dec-19,2006,Thriller,6.3
555,Movie,Dhamaal,India,Dec-19,2007,Comedy,7.3
556,Movie,Don,India,Dec-19,1978,"Action,Thriller",7.8
557,Movie,Encounter: The Killing,India,Dec-19,2002,Crime,6.4
558,Movie,Ghayal,India,Dec-19,1990,"Action,Drama",7.6
559,Movie,Ghulam-E-Musthafa,India,Dec-19,1997,"Action,Crime",6.7
560,Movie,Gol Maal,India,Dec-19,1979,Comedy,8.6
561,Movie,Golmaal: Fun Unlimited,India,Dec-19,2006,Comedy,7.4
562,Movie,Hera Pheri,India,Dec-19,1976,"Action,Comedy",8.2
563,Movie,Jaan-E-Mann: Let's Fall in Love... Again,India,Dec-19,2006,"Drama,Musical",6
564,Movie,Jail,India,Dec-19,2009,Drama,6.2
565,Movie,John Day,India,Dec-19,2013,Thriller,5.6
566,Movie,Judwaa,India,Dec-19,1997,Rom-Com,6
567,Movie,Kaalia,India,Dec-19,1981,Action,6.8
568,Movie,Katha,India,Dec-19,1982,"Drama,Comedy",7.8
569,Movie,Khubsoorat,India,Dec-19,1980,"Drama,Comedy",7.6
570,Movie,Koshish,India,Dec-19,1972,Drama,8.6
571,Movie,Kuldip Patwal: I Didn't Do It!,India,Dec-19,2017,Drama,6.7
572,Movie,Maine Pyaar Kyun Kiya,India,Dec-19,2005,Rom-Com,5.5
573,Movie,Masoom,India,Dec-19,1983,Drama,8.4
574,Movie,Mujhse Shaadi Karogi,India,Dec-19,2004,Rom-Com,6.7
575,Movie,Namak Halaal,India,Dec-19,1982,"Action,Comedy",7.3
576,Movie,Phullu,India,Dec-19,2017,"Drama,Comedy",6
577,Movie,Rajnigandha,India,Dec-19,1974,"Drama,Romance",7.3
578,Movie,Ram Teri Ganga Maili,India,Dec-19,1985,"Drama,Romance",6.7
579,Movie,Ramji Londonwaley,India,Dec-19,2005,"Drama,Comedy",6.7
580,Movie,Road to Sangam,India,Dec-19,2010,"Drama,Thriller",7.4
581,Movie,Saath Saath,India,Dec-19,1982,Drama,7.1
582,Movie,Sadma,India,Dec-19,1983,Romance,8.4
583,Movie,Sangam,India,Dec-19,1964,"Drama,Romance",7.5
584,Movie,Satte Pe Satta,India,Dec-19,1982,"Action,Comedy",7.2
585,Movie,Shiva,India,Dec-19,1990,"Action,Drama",8.1
586,Movie,Swami,India,Dec-19,1977,Drama,6.6
587,Movie,The Dark Side of Life: Mumbai City,India,Dec-19,2018,Drama,6.1
588,Movie,The Great Gambler,India,Dec-19,1979,"Action,Crime",6.5
589,Movie,Traffic Signal,India,Dec-19,2007,Drama,6.5
590,Movie,"Trikal (Past, Present, Future)",India,Dec-19,1985,Drama,7
591,Movie,Veerey Ki Wedding,India,Dec-19,2018,Comedy,3.2
592,Movie,Vodka Diaries,India,Dec-19,2018,Thriller,5.6
593,Movie,Zed Plus,India,Dec-19,2014,Comedy,6.4
602,Movie,Bangistan,India,Dec-19,2015,Comedy,4.6
603,Movie,Dil Chahta Hai,India,Dec-19,2001,"Drama,Romance",8.1
604,Movie,Dil Dhadakne Do,India,Dec-19,2015,"Drama,Romance",6.9
605,Movie,Don,India,Dec-19,2006,"Action,Crime",7.2
606,Movie,Game,India,Dec-19,2011,"Action,Crime",5.2
607,Movie,Honeymoon Travels Pvt. Ltd.,India,Dec-19,2007,"Drama,Comedy",6.1
608,Movie,Karthik Calling Karthik,India,Dec-19,2010,"Drama,Thriller",7
609,Movie,Lakshya,India,Dec-19,2004,"Drama,Others",7.9
610,Movie,Luck by Chance,India,Dec-19,2009,"Drama,Others",7
611,Movie,Rock On!!,India,Dec-19,2008,"Drama,Others",7.7
612,Movie,Talaash,India,Dec-19,2012,Thriller,7.2
613,Movie,Zindagi Na Milegi Dobara,India,Dec-19,2011,"Drama,Romance",8.1
733,Movie,Azhar,India,Dec-19,2016,Sport,5.8
734,Movie,HorrorStory,India,Dec-19,2013,Horror,4.2
453,Movie,Bulbul Can Sing,India,Jan-20,2018,Drama,6.8
464,Movie,Ghost Stories,India,Jan-20,2020,Horror,4.3
465,Movie,Mandi,India,Jan-20,1983,Drama,7.6
451,Movie,Half Girlfriend,India,Feb-20,2017,"Drama,Romance",4.4
447,Movie,Deewangee,India,Mar-20,2002,Thriller,6.6
463,TV Show,Jamtara - Sabka Number Ayega,India,Oct-20,2020,Crime,7.3
462,Movie,Made in China,India,Dec-20,2019,Drama,6.2
768,TV Show,Pyaar Tune Kya Kiya,India, Jun-17,2014,Drama,6.9
